image_fn,label_fn,group
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/5_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/5_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/6_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/6_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/7_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/7_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/8_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/8_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/9_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/9_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/10_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/10_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/21_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/21_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/22_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/22_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/23_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/23_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/24_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/24_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/25_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/25_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/26_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/26_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/27_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/27_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/28_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/28_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/39_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/39_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/40_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/40_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/41_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/41_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/42_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/42_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/43_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/43_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/44_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/44_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/45_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/45_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/55_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/55_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/56_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/56_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/57_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/57_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/58_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/58_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/59_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/59_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/60_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/60_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/61_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/61_label.tif,0
/home/ashelee/Building_classification/City/Yangquan/input_Yangquan_7band/62_image.tif,/home/ashelee/Building_classification/City/Yangquan/label_Yangquan/62_label.tif,0
