image_fn,label_fn,group
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/77_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/77_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/78_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/78_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/79_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/79_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/80_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/80_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/81_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/81_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/82_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/82_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/83_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/83_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/84_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/84_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/95_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/95_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/96_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/96_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/97_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/97_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/98_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/98_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/99_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/99_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/100_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/100_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/101_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/101_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/102_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/102_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/113_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/113_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/114_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/114_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/115_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/115_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/116_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/116_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/117_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/117_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/118_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/118_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/119_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/119_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/120_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/120_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/131_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/131_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/132_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/132_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/133_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/133_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/134_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/134_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/135_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/135_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/136_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/136_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/137_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/137_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/138_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/138_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/149_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/149_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/151_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/151_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/150_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/150_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/152_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/152_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/153_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/153_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/154_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/154_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/155_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/155_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/156_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/156_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/167_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/167_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/169_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/169_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/168_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/168_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/170_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/170_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/171_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/171_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/172_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/172_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/173_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/173_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/174_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/174_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/185_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/185_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/186_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/186_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/187_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/187_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/188_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/188_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/189_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/189_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/190_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/190_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/191_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/191_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/192_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/192_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/203_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/203_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/204_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/204_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/205_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/205_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/206_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/206_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/207_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/207_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/208_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/208_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/209_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/209_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/210_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/210_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/221_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/221_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/222_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/222_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/223_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/223_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/224_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/224_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/225_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/225_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/226_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/226_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/227_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/227_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/228_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/228_label.tif,0
/home/ashelee/Building_classification/City/Guiyang/input_Guiyang_7band/239_image.tif,/home/ashelee/Building_classification/City/Guiyang/label_Guiyang/239_label.tif,0
