image_fn,label_fn,group
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/74_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/74_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/85_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/85_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/46_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/46_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/12_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/12_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/53_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/53_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/22_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/22_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/52_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/52_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/24_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/24_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/31_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/31_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/55_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/55_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/72_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/72_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/17_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/17_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/8_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/8_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/75_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/75_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/16_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/16_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/65_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/65_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/58_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/58_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/47_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/47_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/29_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/29_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/23_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/23_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/36_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/36_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/6_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/6_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/28_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/28_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/39_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/39_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/67_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/67_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/5_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/5_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/49_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/49_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/41_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/41_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/83_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/83_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/51_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/51_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/37_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/37_label.tif,0
/home/ashelee/Building_classification/City/Wanning/input_Wanning_7band/66_image.tif,/home/ashelee/Building_classification/City/Wanning/label_Wanning/66_label.tif,0
